angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
1.921403, -4.161531, 1.757217, -3.967905, 1710.000000,1223
1.831770, -4.206910, 1.757451, -3.973082, 1741.000000,1281
1.882660, -4.044427, 1.759114, -3.974586, 1773.000000,1333
1.958413, -4.235308, 1.761837, -3.979772, 1795.000000,1388
1.827373, -4.104545, 1.762006, -3.982223, 1827.000000,1442
1.908998, -4.215987, 1.763705, -3.986869, 1845.000000,1499
1.789627, -4.095277, 1.763360, -3.989189, 1869.000000,1559
1.855617, -4.174813, 1.764002, -3.992605, 1875.000000,1616
1.762115, -4.092519, 1.762858, -3.994775, 1910.000000,1665
1.778593, -4.245478, 1.762136, -3.999085, 1925.000000,1718
1.830572, -4.177750, 1.762360, -4.002112, 1969.000000,1777
1.791472, -4.007080, 1.761972, -4.002325, 2001.000000,1829
1.909468, -4.203824, 1.763517, -4.005999, 2034.000000,1884
1.823320, -4.042835, 1.763311, -4.006723, 2071.000000,1941
1.837567, -4.097941, 1.763380, -4.008607, 2114.000000,1997
1.947004, -4.080849, 1.765030, -4.009811, 2142.000000,2051
1.763642, -4.135652, 1.763895, -4.011830, 2163.000000,2107
1.779329, -4.101892, 1.763077, -4.013638, 2192.000000,2173
1.932847, -4.131463, 1.764583, -4.015484, 2224.000000,2224
1.840902, -4.118569, 1.764965, -4.016907, 2233.000000,2278
1.866480, -4.051081, 1.765703, -4.017299, 2254.000000,2332
1.988552, -4.151101, 1.768001, -4.019430, 2298.000000,2386
1.722653, -3.921178, 1.766477, -4.018152, 2317.000000,2446
1.837237, -4.057743, 1.766183, -4.019264, 2342.000000,2500
1.917856, -4.167009, 1.767309, -4.021641, 2383.000000,2553
1.818486, -4.074578, 1.766961, -4.022623, 2417.000000,2608
1.898145, -4.168288, 1.767877, -4.024561, 2469.000000,2672
1.866510, -4.037971, 1.767912, -4.025174, 2503.000000,2722
1.840932, -4.105456, 1.767650, -4.026496, 2539.000000,2776
1.738530, -4.138558, 1.766150, -4.028408, 2559.000000,2831
1.902492, -4.188444, 1.767175, -4.030808, 2597.000000,2883
1.802275, -4.133666, 1.766753, -4.032267, 2635.000000,2939
1.868190, -4.054797, 1.767414, -4.032927, 2654.000000,2997
1.866266, -4.142833, 1.767487, -4.034627, 2679.000000,3048
1.776210, -4.213399, 1.766540, -4.037477, 2736.000000,3109
1.880469, -4.237444, 1.766773, -4.040145, 2763.000000,3160
1.814857, -4.013710, 1.766547, -4.039831, 2800.000000,3214
1.839065, -4.180296, 1.766552, -4.042150, 2857.000000,3272
1.808636, -4.082108, 1.766182, -4.042640, 2896.000000,3331
1.800293, -4.274029, 1.765832, -4.045767, 2940.000000,3378
1.959180, -3.920657, 1.767237, -4.044422, 2977.000000,3434
1.704974, -4.029087, 1.765210, -4.044554, 3007.000000,3491
1.826803, -3.984706, 1.764504, -4.044535, 3022.000000,3547
1.909063, -4.189731, 1.765346, -4.046211, 3071.000000,3856
1.972843, -4.079850, 1.765069, -4.049082, 3251.000000,3901
1.683037, -4.197595, 1.763238, -4.051374, 3313.000000,3958
1.804779, -3.941355, 1.763233, -4.050437, 3375.000000,4017
1.971897, -4.275568, 1.764531, -4.053464, 3421.000000,4088
