angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
0.550786, -3.753215, 0.548869, -3.687137, 0.000000,412565
0.589998, -3.936347, 0.551348, -3.694348, 0.000000,412639
0.499598, -3.538831, 0.550993, -3.693615, 0.000000,412713
0.577706, -3.902469, 0.550995, -3.694882, 0.000000,412750
0.551024, -3.570795, 0.551220, -3.694742, 0.000000,412806
0.486093, -3.786352, 0.551037, -3.694960, 0.000000,412861
0.526515, -3.714480, 0.550159, -3.694673, 0.000000,412915
0.907148, -3.709911, 0.551493, -3.694485, 0.000000,412974
0.763061, -3.923506, 0.552417, -3.695677, 0.000000,413031
0.592233, -3.647921, 0.552307, -3.695032, 0.000000,413082
0.814300, -3.798343, 0.553135, -3.695373, 0.000000,413139
0.643653, -3.693634, 0.553416, -3.695337, 0.000000,413193
0.657729, -3.646201, 0.553466, -3.694624, 0.000000,413248
0.670159, -3.787097, 0.554372, -3.695272, 0.000000,413303
0.564797, -3.561769, 0.554591, -3.694111, 0.000000,413357
0.617055, -3.757468, 0.555208, -3.694543, 0.000000,413413
0.590025, -3.699997, 0.555254, -3.694545, 0.000000,413478
0.525143, -3.783728, 0.554528, -3.694690, 0.000000,413522
0.590116, -3.766274, 0.554760, -3.695105, 0.000000,413578
0.630132, -3.625606, 0.555446, -3.694587, 0.000000,413636
0.656269, -3.782773, 0.555842, -3.695212, 0.000000,413689
0.722999, -3.643644, 0.556105, -3.694608, 0.000000,413749
0.589829, -3.790709, 0.556570, -3.695093, 0.000000,413800
0.671354, -3.635566, 0.558073, -3.695054, 0.000000,413856
0.618309, -3.791481, 0.558861, -3.695540, 0.000000,413911
0.524942, -3.716522, 0.558783, -3.695868, 0.000000,413975
0.566218, -3.781861, 0.558683, -3.695996, 0.000000,414025
0.629895, -3.755738, 0.559165, -3.696469, 0.000000,414100
0.419726, -3.596229, 0.558344, -3.695667, 0.000000,414131
0.539925, -3.716179, 0.559260, -3.696114, 0.000000,414188
0.552610, -3.673371, 0.559206, -3.695906, 0.000000,414256
0.473533, -3.725078, 0.558124, -3.696035, 0.000000,414306
0.564819, -3.733011, 0.556757, -3.695945, 0.000000,416453
0.406898, -3.782925, 0.555485, -3.698744, 0.000000,416672
0.828454, -3.723962, 0.558553, -3.700870, 0.000000,416759
0.302281, -3.866856, 0.556381, -3.701545, 0.000000,416818
0.223560, -3.539750, 0.555868, -3.701204, 0.000000,416884
0.799424, -3.895150, 0.557753, -3.703121, 0.000000,416921
0.512069, -3.692028, 0.556276, -3.702124, 0.000000,416979
0.485907, -3.719098, 0.555701, -3.702492, 0.000000,417043
0.643810, -3.681370, 0.556212, -3.702171, 0.000000,417095
0.539331, -3.870287, 0.556954, -3.703646, 0.000000,417197
0.642567, -3.766237, 0.557467, -3.704524, 0.000000,417322
0.564998, -3.655198, 0.556335, -3.703446, 0.000000,417377
0.328540, -3.734843, 0.555347, -3.704255, 0.000000,417431
0.631468, -3.580577, 0.555855, -3.703327, 0.000000,417490
0.484939, -3.856163, 0.555703, -3.704661, 0.000000,417544
0.577450, -3.690297, 0.556407, -3.704862, 0.000000,417599
0.642968, -3.821196, 0.556181, -3.705211, 0.000000,417652
0.471775, -3.763763, 0.555896, -3.705010, 0.000000,417707
0.670010, -3.575626, 0.556909, -3.704599, 0.000000,417764
0.459223, -3.715708, 0.556128, -3.704389, 0.000000,417818
0.564363, -3.835221, 0.556822, -3.705484, 0.000000,417874
0.643590, -3.574826, 0.557143, -3.704398, 0.000000,419937
0.951308, -2.881433, 0.561206, -3.706551, 0.000000,419967
0.575504, -4.713905, 0.563451, -3.712369, 0.000000,420023
0.698724, -3.073147, 0.566339, -3.710522, 0.000000,420109
0.704903, -4.481899, 0.567908, -3.714356, 0.000000,420141
0.486840, -3.436213, 0.569463, -3.714551, 0.000000,420194
0.708242, -4.016562, 0.570911, -3.715706, 0.000000,420244
0.656419, -3.783638, 0.572745, -3.717924, 0.000000,420300
0.629060, -3.711356, 0.572965, -3.716587, 0.000000,420356
0.696025, -4.087592, 0.576699, -3.720053, 0.000000,420411
0.829533, -3.372630, 0.577600, -3.717571, 0.000000,420468
