angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
-7.382884, -74.026527, -7.484708, -74.046295, 0.000000,1961388
-7.465837, -73.988785, -7.484793, -74.045822, 0.000000,1961450
-7.477475, -74.025566, -7.484757, -74.045670, 0.000000,1961498
-7.445226, -74.088364, -7.484611, -74.045975, 0.000000,1961554
-7.438014, -74.025780, -7.484426, -74.045639, 0.000000,1961609
-7.408068, -74.072197, -7.484145, -74.045616, 0.000000,1961664
-7.501015, -74.125710, -7.484299, -74.045815, 0.000000,1961718
-7.496151, -74.046959, -7.484547, -74.045776, 0.000000,1961774
-7.406202, -74.100288, -7.484194, -74.045898, 0.000000,1961831
-7.563943, -74.081490, -7.484743, -74.046043, 0.000000,1961883
-7.493066, -74.066406, -7.484973, -74.046104, 0.000000,1961938
-7.518055, -74.084846, -7.485334, -74.046082, 0.000000,1962010
-7.410979, -74.025826, -7.485124, -74.045746, 0.000000,1962050
-7.456425, -74.062195, -7.485340, -74.045731, 0.000000,1962103
-7.469813, -74.044037, -7.485503, -74.045616, 0.000000,1962160
-7.497902, -73.992065, -7.485633, -74.045288, 0.000000,1962213
-7.528673, -74.010895, -7.486108, -74.044937, 0.000000,1962269
-7.419127, -74.019211, -7.485816, -74.044693, 0.000000,1962334
-7.459212, -73.913742, -7.485860, -74.044014, 0.000000,1962383
-7.487780, -74.077873, -7.485691, -74.044151, 0.000000,1962436
-7.421771, -74.141235, -7.485354, -74.044624, 0.000000,1962491
-7.352619, -74.019150, -7.484834, -74.044258, 0.000000,1962551
-7.518480, -73.994720, -7.485198, -74.043892, 0.000000,1962601
-7.481437, -74.029709, -7.485363, -74.043770, 0.000000,1962654
-7.334939, -74.123688, -7.484506, -74.044151, 0.000000,1962709
-7.368616, -74.020927, -7.483954, -74.043922, 0.000000,1962766
-7.431616, -73.977440, -7.483679, -74.043404, 0.000000,1962822
-7.487753, -73.975861, -7.483886, -74.042999, 0.000000,1962879
-7.462143, -74.113640, -7.483955, -74.043266, 0.000000,1962930
-7.440406, -74.111641, -7.483849, -74.043465, 0.000000,1962992
-7.430948, -74.082870, -7.483753, -74.043510, 0.000000,1963041
-7.441719, -74.096008, -7.483472, -74.043686, 0.000000,1963095
-7.426997, -74.027534, -7.483418, -74.043495, 0.000000,1963150
-7.442159, -74.107819, -7.483262, -74.043671, 0.000000,1963205
-7.490170, -73.856949, -7.483302, -74.042633, 0.000000,1963260
-7.433140, -74.090881, -7.483282, -74.042908, 0.000000,1963316
-7.480549, -74.006088, -7.483331, -74.042542, 0.000000,1963373
-7.453795, -74.093475, -7.483359, -74.042587, 0.000000,1963427
-7.547848, -74.043991, -7.483767, -74.042549, 0.000000,1963480
-7.443461, -74.041046, -7.483495, -74.042313, 0.000000,1963536
-7.490268, -74.112679, -7.483595, -74.042397, 0.000000,1963589
-7.518363, -73.958496, -7.483722, -74.041725, 0.000000,1963645
-7.436028, -74.146690, -7.483593, -74.042114, 0.000000,1963700
-7.531863, -74.027527, -7.484157, -74.042053, 0.000000,1963754
