time,Forca (N),Deslocamento (mm)
73278,2.238356,0.0
73288,2.238356,0.0
73298,2.238356,0.0
73308,2.238356,0.0
73318,2.238356,0.0
73328,2.238356,0.0
73338,2.248719,0.0
73348,2.248719,0.0
73358,2.248719,0.0
73368,2.248719,0.0
73378,2.248719,0.0
73388,2.248719,0.0
73398,2.248719,0.0
73408,2.248719,0.0
73418,2.248719,0.0
73428,2.248719,0.0
73438,2.248719,0.0
73448,2.248719,0.0
73458,2.248719,0.0
73468,2.259082,0.0
73478,2.248719,0.0
73488,2.259082,0.0
73498,2.259082,0.0
73508,2.248719,0.0
73518,2.248719,0.0
73528,2.248719,0.0
73538,2.248719,0.0
73548,2.248719,0.0
73558,2.248719,0.0
73568,2.248719,0.0
73578,2.248719,0.0
73588,2.248719,0.0
73598,2.248719,0.0
73608,2.238356,0.0
73618,2.248719,0.0
73628,2.238356,0.0
73638,2.238356,0.0
73648,2.238356,0.0
73658,2.238356,0.0
73668,2.238356,0.0
73678,2.238356,0.0
73688,2.238356,0.0
73698,2.238356,0.0
73708,2.238356,0.0
73718,2.238356,0.0
73728,2.238356,0.0
73738,2.238356,0.0
73748,2.238356,0.0
73758,2.2279929999999997,0.0
73768,2.238356,0.0
73778,2.238356,0.0
73788,2.238356,0.0
73798,2.238356,0.0
73808,2.2279929999999997,0.0
73818,2.238356,0.0
73828,2.238356,0.0
73838,2.238356,0.0
73848,2.2279929999999997,0.0
73858,2.2279929999999997,0.0
73868,2.2279929999999997,0.0
73878,2.2279929999999997,0.0
73888,2.2279929999999997,0.0
73898,2.2279929999999997,0.0
73908,2.2279929999999997,0.0
73918,2.2176299999999998,0.0
73928,2.2176299999999998,0.0
73938,2.2176299999999998,0.0
73948,2.2176299999999998,0.0
73958,2.2176299999999998,0.0
73968,2.2176299999999998,0.0
73978,2.2176299999999998,0.0
73988,2.2279929999999997,0.0
73998,2.2279929999999997,0.0
74008,2.2279929999999997,0.0
74018,2.2279929999999997,0.0
74028,2.2279929999999997,0.0
74038,2.2279929999999997,0.0
74048,2.2176299999999998,0.0
74058,2.2176299999999998,0.0
74068,2.2176299999999998,0.0
74078,2.2279929999999997,0.0
74088,2.2279929999999997,0.0
74098,2.2279929999999997,0.0
74108,2.2279929999999997,0.0
74118,2.2279929999999997,0.0
74128,2.2279929999999997,0.0
74138,2.2279929999999997,0.0
74148,2.2279929999999997,0.0
74158,2.2279929999999997,0.0
74168,2.238356,0.0
74178,2.2279929999999997,0.0
74188,2.248719,0.0
74198,2.248719,0.0
74208,2.2279929999999997,0.0
74218,2.2279929999999997,0.0
74228,2.2279929999999997,0.0
74238,2.2279929999999997,0.0
74248,2.238356,0.0
74258,2.2279929999999997,0.0
74268,2.2279929999999997,0.0
74278,2.2279929999999997,0.0
74288,2.2279929999999997,0.0
74298,2.238356,0.0
74308,2.238356,0.0
74318,2.238356,0.0
74328,2.238356,0.0
74338,2.238356,0.0
74348,2.238356,0.0
74358,2.238356,0.0
74368,2.238356,0.0
74378,2.238356,0.0
74388,2.238356,0.0
74398,2.238356,0.0
74408,2.248719,0.0
74418,2.248719,0.0
74428,2.248719,0.0
74438,2.248719,0.0
74448,2.248719,0.0
74458,2.248719,0.0
74468,2.248719,0.0
74478,2.248719,0.0
74488,2.248719,0.0
74498,2.248719,0.0
74508,2.248719,0.0
74518,2.248719,0.0
74528,2.248719,0.0
74538,2.248719,0.0
74548,2.248719,0.0
74558,2.248719,0.0
74568,2.248719,0.0
74578,2.248719,0.0
74588,2.248719,0.0
74598,2.248719,0.0
74608,2.248719,0.0
74618,2.248719,0.0
74628,2.238356,0.0
74638,2.238356,0.0
74648,2.238356,0.0
74658,2.238356,0.0
74668,2.238356,0.0
74678,2.238356,0.0
74688,2.238356,0.0
74698,2.238356,0.0
74708,2.238356,0.0
74718,2.238356,0.0
74728,2.238356,0.0
74738,2.2279929999999997,0.0
74748,2.2279929999999997,0.0
74758,2.2279929999999997,0.0
74768,2.2279929999999997,0.0
74778,2.2279929999999997,0.0
74788,2.2279929999999997,0.0
74798,2.2279929999999997,0.0
74808,2.2279929999999997,0.0
74818,2.2279929999999997,0.0
74828,2.2279929999999997,0.0
74838,2.238356,0.0
74848,2.2279929999999997,0.0
74858,2.2279929999999997,0.0
74868,2.238356,0.0
74878,2.238356,0.0
74888,2.238356,0.0
74898,2.238356,0.0
74908,2.238356,0.0
74918,2.238356,0.0
74928,2.238356,0.0
74938,2.238356,0.0
74948,2.238356,0.0
74958,2.248719,0.0
74968,2.248719,0.0
74978,2.248719,0.0
74988,2.238356,0.0
74998,2.238356,0.0
75008,2.238356,0.0
75018,2.248719,0.0
75028,2.238356,0.0
75038,2.238356,0.0
75048,2.238356,0.0
75058,2.238356,0.0
75068,2.238356,0.0
75078,2.238356,0.0
75088,2.238356,0.0
75098,2.238356,0.0
75108,2.238356,0.0
75118,2.238356,0.0
75128,2.238356,0.0
75138,2.238356,0.0
75148,2.2279929999999997,0.0
75158,2.2279929999999997,0.0
75168,2.2279929999999997,0.0
75178,2.2279929999999997,0.0
75188,2.238356,0.0
75198,2.238356,0.0
75208,2.238356,0.0
75218,2.238356,0.0
75228,2.238356,0.0
75238,2.238356,0.0
75248,2.238356,0.0
75258,2.238356,0.0
75268,2.238356,0.0
75278,2.238356,0.0
75288,2.2279929999999997,0.0
75298,2.238356,0.0
75308,2.238356,0.0
75318,2.238356,0.0
75328,2.238356,0.0
75338,2.2279929999999997,0.0
75348,2.2279929999999997,0.0
75358,2.238356,0.0
75368,2.238356,0.0
75378,2.2279929999999997,0.0
75388,2.2279929999999997,0.0
75398,2.2279929999999997,0.0
75408,2.2279929999999997,0.0
75418,2.2279929999999997,0.0
75428,2.2279929999999997,0.0
75438,2.2279929999999997,0.0
75448,2.2279929999999997,0.0
75458,2.2279929999999997,0.0
75468,2.2279929999999997,0.0
75478,2.2279929999999997,0.0
75488,2.2279929999999997,0.0
75498,2.2279929999999997,0.0
75508,2.2279929999999997,0.0
75518,2.2279929999999997,0.0
75528,2.238356,0.0
75538,2.238356,0.0
75548,2.238356,0.0
75558,2.2279929999999997,0.0
75568,2.2279929999999997,0.0
75578,2.2279929999999997,0.0
75588,2.238356,0.0
75598,2.238356,0.0
75608,2.2279929999999997,0.0
75618,2.2279929999999997,0.0
75628,2.2279929999999997,0.0
75638,2.2279929999999997,0.0
75648,2.238356,0.0
75658,2.2279929999999997,0.0
75668,2.2279929999999997,0.0
75678,2.2279929999999997,0.0
75688,2.238356,0.0
75698,2.2279929999999997,0.0
75708,2.238356,0.0
75718,2.2279929999999997,0.0
75728,2.238356,0.0
75738,2.238356,0.0
75748,2.238356,0.0
75758,2.238356,0.0
75768,2.238356,0.0
75778,2.238356,0.0
75788,2.238356,0.0
75798,2.238356,0.0
75808,2.238356,0.0
75818,2.238356,0.0
75828,2.238356,0.0
75838,2.2279929999999997,0.0
75848,2.238356,0.0
75858,2.238356,0.0
75868,2.2279929999999997,0.0
75878,2.2279929999999997,0.0
75888,2.2279929999999997,0.0
75898,2.2279929999999997,0.0
75908,2.238356,0.0
75918,2.238356,0.0
75928,2.238356,0.0
75938,2.238356,0.0
75948,2.238356,0.0
75958,2.238356,0.0
75968,2.238356,0.0
75978,2.238356,0.0
75988,2.238356,0.0
75998,2.238356,0.0
76008,2.238356,0.0
76018,2.238356,0.0
76028,2.238356,0.0
76038,2.238356,0.0
76048,2.238356,0.0
76058,2.238356,0.0
76068,2.238356,0.0
76078,2.238356,0.0
76088,2.238356,0.0
76098,2.238356,0.0
76108,2.238356,0.0
76118,2.238356,0.0
76128,2.238356,0.0
76138,2.238356,0.0
76148,2.238356,0.0
76158,2.238356,0.0
76168,2.238356,0.0
76178,2.238356,0.0
76188,2.238356,0.0
76198,2.238356,0.0
76208,2.238356,0.0
76218,2.238356,0.0
76228,2.238356,0.0
76238,2.238356,0.0
76248,2.238356,0.0
76258,2.238356,0.0
76268,2.238356,0.0
76278,2.238356,0.0
76288,2.238356,0.0
76298,2.238356,0.0
76308,2.238356,0.0
76318,2.238356,0.0
76328,2.238356,0.0
76338,2.238356,0.0
76348,2.238356,0.0
76358,2.238356,0.0
76368,2.238356,0.0
76378,2.238356,0.0
76388,2.238356,0.0
76398,2.2279929999999997,0.0
76408,2.2279929999999997,0.0
76418,2.238356,0.0
76428,2.238356,0.0
76438,2.2279929999999997,0.0
76448,2.2279929999999997,0.0
76458,2.2279929999999997,0.0
76468,2.2279929999999997,0.0
76478,2.2279929999999997,0.0
76488,2.2279929999999997,0.0
76498,2.2279929999999997,0.0
76508,2.2279929999999997,0.0
76518,2.2279929999999997,0.0
76528,2.2279929999999997,0.0
76538,2.238356,0.0
76548,2.238356,0.0
76558,2.2279929999999997,0.0
76568,2.238356,0.0
76578,2.238356,0.0
76588,2.238356,0.0
76598,2.238356,0.0
76608,2.238356,0.0
76618,2.238356,0.0
76628,2.238356,0.0
76638,2.238356,0.0
76648,2.238356,0.0
76658,2.238356,0.0
76668,2.248719,0.0
76678,2.248719,0.0
76688,2.248719,0.0
76698,2.248719,0.0
76708,2.248719,0.0
76718,2.248719,0.0
76728,2.248719,0.0
76738,2.248719,0.0
76748,2.248719,0.0
76758,2.248719,0.0
76768,2.248719,0.0
76778,2.248719,0.0
76788,2.259082,0.0
76798,2.248719,0.0
76808,2.248719,0.0
76818,2.248719,0.0
76828,2.248719,0.0
76838,2.248719,0.0
76848,2.248719,0.0
76858,2.248719,0.0
76868,2.248719,0.0
76878,2.248719,0.0
76888,2.248719,0.0
76898,2.248719,0.0
76908,2.248719,0.0
76918,2.248719,0.0
76928,2.248719,0.0
76938,2.248719,0.0
76948,2.248719,0.0
76958,2.248719,0.0
76968,2.248719,0.0
76978,2.248719,0.0
76988,2.248719,0.0
76998,2.248719,0.0
77008,2.248719,0.0
77018,2.259082,0.0
77028,2.248719,0.0
77038,2.248719,0.0
77048,2.248719,0.0
77058,2.259082,0.0
77068,2.248719,0.0
77078,2.259082,0.0
77088,2.259082,0.0
77098,2.248719,0.0
77108,2.248719,0.0
77118,2.248719,0.0
77128,2.248719,0.0
77138,2.248719,0.0
77148,2.259082,0.0
77158,2.248719,0.0
77168,2.259082,0.0
77178,2.259082,0.0
77188,2.248719,0.0
77198,2.259082,0.0
77208,2.259082,0.0
77218,2.248719,0.0
77228,2.248719,0.0
77238,2.248719,0.0
77248,2.248719,0.0
77258,2.248719,0.0
77268,2.248719,0.0
77278,2.248719,0.0
77288,2.248719,0.0
77298,2.248719,0.0
77308,2.248719,0.0
77318,2.248719,0.0
77328,2.248719,0.0
77338,2.248719,0.0
77348,2.248719,0.0
77358,2.248719,0.0
77368,2.248719,0.0
77378,2.248719,0.0
77388,2.248719,0.0
77398,2.248719,0.0
77408,2.248719,0.0
77418,2.248719,0.0
77428,2.248719,0.0
77438,2.248719,0.0
77448,2.248719,0.0
77458,2.248719,0.0
77468,2.248719,0.0
77478,2.248719,0.0
77488,2.248719,0.0
77498,2.248719,0.0
77508,2.248719,0.0
77518,2.248719,0.0
77528,2.248719,0.0
77538,2.238356,0.0
77548,2.238356,0.0
77558,2.238356,0.0
77568,2.238356,0.0
77578,2.238356,0.0
77588,2.238356,0.0
77598,2.238356,0.0
77608,2.238356,0.0
77618,2.248719,0.0
77628,2.248719,0.0
77638,2.238356,0.0
77648,2.238356,0.0
77658,2.248719,0.0
77668,2.238356,0.0
77678,2.238356,0.0
77688,2.248719,0.0
77698,2.238356,0.0
77708,2.238356,0.0
77718,2.238356,0.0
77728,2.238356,0.0
77738,2.238356,0.0
77748,2.238356,0.0
77758,2.238356,0.0
77768,2.238356,0.0
77778,2.248719,0.0
77788,2.248719,0.0
77798,2.248719,0.0
77808,2.248719,0.0
77818,2.248719,0.0
77828,2.238356,0.0
77838,2.238356,0.0
77848,2.238356,0.0
77858,2.248719,0.0
77868,2.248719,0.0
77878,2.248719,0.0
77888,2.248719,0.0
77898,2.238356,0.0
77908,2.248719,0.0
77918,2.248719,0.0
77928,2.248719,0.0
77938,2.248719,0.0
77948,2.248719,0.0
77958,2.248719,0.0
77968,2.248719,0.0
77978,2.248719,0.0
77988,2.248719,0.0
77998,2.248719,0.0
78008,2.248719,0.0
78018,2.248719,0.0
78028,2.248719,0.0
78038,2.248719,0.0
78048,2.248719,0.0
78058,2.248719,0.0
78068,2.248719,0.0
78078,2.259082,0.0
78088,2.259082,0.0
78098,2.248719,0.0
78108,2.248719,0.0
78118,2.248719,0.0
78128,2.248719,0.0
78138,2.259082,0.0
78148,2.248719,0.0
78158,2.248719,0.0
78168,2.248719,0.0
78178,2.248719,0.0
78188,2.248719,0.0
78198,2.248719,0.0
78208,2.248719,0.0
78218,2.248719,0.0
78228,2.248719,0.0
78238,2.248719,0.0
78248,2.248719,0.0
78258,2.248719,0.0
78268,2.248719,0.0
78278,2.248719,0.0
78288,2.248719,0.0
78298,2.248719,0.0
78308,2.248719,0.0
78318,2.248719,0.0
78328,2.248719,0.0
78338,2.248719,0.0
78348,2.248719,0.0
78358,2.248719,0.0
78368,2.248719,0.0
78378,2.248719,0.0
78388,2.248719,0.0
78398,2.248719,0.0
78408,2.248719,0.0
78418,2.248719,0.0
78428,2.248719,0.0
78438,2.248719,0.0
78448,2.248719,0.0
78458,2.238356,0.0
78468,2.238356,0.0
78478,2.238356,0.0
78488,2.238356,0.0
78498,2.248719,0.0
78508,2.238356,0.0
78518,2.238356,0.0
78528,2.238356,0.0
78538,2.248719,0.0
78548,2.248719,0.0
78558,2.248719,0.0
78568,2.238356,0.0
78578,2.238356,0.0
78588,2.238356,0.0
78598,2.238356,0.0
78608,2.248719,0.0
78618,2.248719,0.0
78628,2.248719,0.0
78638,2.248719,0.0
78648,2.248719,0.0
78658,2.248719,0.0
78668,2.248719,0.0
78678,2.248719,0.0
78688,2.248719,0.0
78698,2.248719,0.0
78708,2.248719,0.0
78718,2.248719,0.0
78728,2.248719,0.0
78738,2.248719,0.0
78748,2.248719,0.0
78758,2.248719,0.0
78768,2.248719,0.0
78778,2.248719,0.0
78788,2.248719,0.0
78798,2.248719,0.0
78808,2.248719,0.0
78818,2.248719,0.0
78828,2.248719,0.0
78838,2.248719,0.0
78848,2.248719,0.0
78858,2.248719,0.0
78868,2.248719,0.0
78878,2.248719,0.0
78888,2.248719,0.0
78898,2.248719,0.0
78908,2.248719,0.0
78918,2.248719,0.0
78928,2.248719,0.0
78938,2.248719,0.0
78948,2.238356,0.0
78958,2.248719,0.0
78968,2.238356,0.0
78978,2.248719,0.0
78988,2.248719,0.0
78998,2.248719,0.0
79008,2.248719,0.0
79018,2.259082,0.0
79028,2.259082,0.0
79038,2.248719,0.0
79048,2.259082,0.0
79058,2.248719,0.0
79068,2.248719,0.0
79078,2.248719,0.0
79088,2.248719,0.0
79098,2.248719,0.0
79108,2.248719,0.0
79118,2.248719,0.0
79128,2.248719,0.0
79138,2.248719,0.0
79148,2.248719,0.0
79158,2.248719,0.0
79168,2.248719,0.0
79178,2.248719,0.0
79188,2.248719,0.0
79198,2.248719,0.0
79208,2.248719,0.0
79218,2.248719,0.0
79228,2.248719,0.0
79238,2.248719,0.0
79248,2.248719,0.0
79258,2.248719,0.0
79268,2.248719,0.0
79278,2.248719,0.0
79288,2.248719,0.0
79298,2.248719,0.0
79308,2.248719,0.0
79318,2.248719,0.0
79328,2.248719,0.0
79338,2.248719,0.0
79348,2.248719,0.0
79358,2.248719,0.0
79368,2.248719,0.0
79378,2.248719,0.0
79388,2.248719,0.0
79398,2.248719,0.0
79408,2.248719,0.0
79418,2.238356,0.0
79428,2.248719,0.0
79438,2.238356,0.0
79448,2.248719,0.0
79458,2.248719,0.0
79468,2.248719,0.0
79478,2.248719,0.0
79488,2.248719,0.0
79498,2.248719,0.0
79508,2.248719,0.0
79518,2.248719,0.0
79528,2.248719,0.0
79538,2.248719,0.0
79548,2.248719,0.0
79558,2.248719,0.0
79568,2.238356,0.0
79578,2.238356,0.0
79588,2.238356,0.0
79598,2.238356,0.0
79608,2.238356,0.0
79618,2.238356,0.0
79628,2.238356,0.0
79638,2.238356,0.0
79648,2.238356,0.0
79658,2.238356,0.0
79668,2.238356,0.0
79678,2.238356,0.0
79688,2.238356,0.0
79698,2.238356,0.0
79708,2.238356,0.0
79718,2.238356,0.0
79728,2.238356,0.0
79738,2.238356,0.0
79748,2.238356,0.0
79758,2.238356,0.0
79768,2.238356,0.0
79778,2.2279929999999997,0.0
79788,2.238356,0.0
79798,2.2279929999999997,0.0
79808,2.2279929999999997,0.0
79818,2.2279929999999997,0.0
79828,2.2279929999999997,0.0
79838,2.2279929999999997,0.0
79848,2.2279929999999997,0.0
79858,2.2279929999999997,0.0
79868,2.2279929999999997,0.0
79878,2.2279929999999997,0.0
79888,2.2279929999999997,0.0
79898,2.2279929999999997,0.0
79908,2.2279929999999997,0.0
79918,2.2279929999999997,0.0
79928,2.2279929999999997,0.0
79938,2.2279929999999997,0.0
79948,2.2279929999999997,0.0
79958,2.2279929999999997,0.0
79968,2.2279929999999997,0.0
79978,2.2279929999999997,0.0
79988,2.2279929999999997,0.0
79998,2.2279929999999997,0.0
80008,2.2279929999999997,0.0
80018,2.2279929999999997,0.0
80028,2.2279929999999997,0.0
80038,2.2279929999999997,0.0
80048,2.2279929999999997,0.0
80058,2.2279929999999997,0.0
80068,2.2279929999999997,0.0
80078,2.2176299999999998,0.0
80088,2.2176299999999998,0.0
80098,2.2176299999999998,0.0
80108,2.2176299999999998,0.0
80118,2.2279929999999997,0.0
80128,2.2279929999999997,0.0
80138,2.2279929999999997,0.0
80148,2.2176299999999998,0.0
80158,2.2279929999999997,0.0
80168,2.2279929999999997,0.0
80178,2.2279929999999997,0.0
80188,2.2279929999999997,0.0
80198,2.2279929999999997,0.0
80208,2.2279929999999997,0.0
80218,2.2279929999999997,0.0
80228,2.2279929999999997,0.0
80238,2.2279929999999997,0.0
80248,2.2279929999999997,0.0
80258,2.2279929999999997,0.0
80268,2.2279929999999997,0.0
80278,2.2279929999999997,0.0
80288,2.2279929999999997,0.0
80298,2.2279929999999997,0.0
80308,2.2279929999999997,0.0
80318,2.2176299999999998,0.0
80328,2.2176299999999998,0.0
80338,2.2176299999999998,0.0
80348,2.2176299999999998,0.0
80358,2.2176299999999998,0.0
80368,2.2176299999999998,0.0
80378,2.2176299999999998,0.0
80388,2.2176299999999998,0.0
80398,2.2176299999999998,0.0
80408,2.2176299999999998,0.0
80418,2.2176299999999998,0.0
80428,2.2176299999999998,0.0
80438,2.2176299999999998,0.0
80448,2.2176299999999998,0.0
80458,2.2176299999999998,0.0
80468,2.2176299999999998,0.0
80478,2.2176299999999998,0.0
80488,2.2176299999999998,0.0
80498,2.2176299999999998,0.0
80508,2.2176299999999998,0.0
80518,2.2279929999999997,0.0
80528,2.2279929999999997,0.0
80538,2.2176299999999998,0.0
80548,2.2279929999999997,0.0
80558,2.2279929999999997,0.0
80568,2.2279929999999997,0.0
80578,2.2279929999999997,0.0
80588,2.2279929999999997,0.0
80598,2.2279929999999997,0.0
80608,2.2279929999999997,0.0
80618,2.2279929999999997,0.0
80628,2.2279929999999997,0.0
80638,2.2279929999999997,0.0
80648,2.2279929999999997,0.0
80658,2.2279929999999997,0.0
80668,2.2279929999999997,0.0
80678,2.2279929999999997,0.0
80688,2.2279929999999997,0.0
80698,2.2279929999999997,0.0
80708,2.2279929999999997,0.0
80718,2.2279929999999997,0.0
80728,2.2279929999999997,0.0
80738,2.2279929999999997,0.0
80748,2.2279929999999997,0.0
80758,2.2279929999999997,0.0
80768,2.2279929999999997,0.0
80778,2.2279929999999997,0.0
80788,2.2279929999999997,0.0
80798,2.2279929999999997,0.0
80808,2.2279929999999997,0.0
80818,2.2279929999999997,0.0
80828,2.2279929999999997,0.0
80838,2.2279929999999997,0.0
80848,2.2279929999999997,0.0
80858,2.2279929999999997,0.0
80868,2.2279929999999997,0.0
80878,2.2279929999999997,0.0
80888,2.2279929999999997,0.0
80898,2.2279929999999997,0.0
80908,2.2279929999999997,0.0
80918,2.2279929999999997,0.0
80928,2.2279929999999997,0.0
80938,2.238356,0.0
80948,2.2279929999999997,0.0
80958,2.2279929999999997,0.0
80968,2.238356,0.0
80978,2.238356,0.0
80988,2.2279929999999997,0.0
80998,2.2279929999999997,0.0
81008,2.2279929999999997,0.0
81018,2.2279929999999997,0.0
81028,2.2279929999999997,0.0
81038,2.2279929999999997,0.0
81048,2.2279929999999997,0.0
81058,2.2279929999999997,0.0
81068,2.2279929999999997,0.0
81078,2.2279929999999997,0.0
81088,2.238356,0.0
81098,2.2279929999999997,0.0
81108,2.2279929999999997,0.0
81118,2.2279929999999997,0.0
81128,2.2279929999999997,0.0
81138,2.2279929999999997,0.0
81148,2.2279929999999997,0.0
81158,2.2279929999999997,0.0
81168,2.2279929999999997,0.0
81178,2.2279929999999997,0.0
81188,2.2279929999999997,0.0
81198,2.2279929999999997,0.0
81208,2.2279929999999997,0.0
81218,2.2279929999999997,0.0
81228,2.2279929999999997,0.0
81238,2.2279929999999997,0.0
81248,2.238356,0.0
81258,2.238356,0.0
81268,2.238356,0.0
81278,2.238356,0.0
81288,2.238356,0.0
81298,2.238356,0.0
81308,2.238356,0.0
81318,2.238356,0.0
81328,2.238356,0.0
81338,2.238356,0.0
81348,2.238356,0.0
81358,2.238356,0.0
81368,2.238356,0.0
81378,2.238356,0.0
81388,2.238356,0.0
81398,2.238356,0.0
81408,2.238356,0.0
81418,2.2279929999999997,0.0
81428,2.2279929999999997,0.0
81438,2.2279929999999997,0.0
81448,2.2279929999999997,0.0
81458,2.238356,0.0
81468,2.2279929999999997,0.0
81478,2.2279929999999997,0.0
81488,2.2279929999999997,0.0
81498,2.2279929999999997,0.0
81508,2.2279929999999997,0.0
81518,2.2279929999999997,0.0
81528,2.2279929999999997,0.0
81538,2.2279929999999997,0.0
81548,2.2279929999999997,0.0
81558,2.2279929999999997,0.0
81568,2.238356,0.0
81578,2.2279929999999997,0.0
81588,2.238356,0.0
81598,2.2279929999999997,0.0
81608,2.2279929999999997,0.0
81618,2.238356,0.0
81628,2.2279929999999997,0.0
81638,2.238356,0.0
81648,2.2279929999999997,0.0
81658,2.2279929999999997,0.0
81668,2.2279929999999997,0.0
81678,2.2279929999999997,0.0
81688,2.2279929999999997,0.0
81698,2.2279929999999997,0.0
81708,2.2279929999999997,0.0
81718,2.2279929999999997,0.0
81728,2.2279929999999997,0.0
81738,2.2279929999999997,0.0
81748,2.2279929999999997,0.0
81758,2.2279929999999997,0.0
81768,2.238356,0.0
81778,2.238356,0.0
81788,2.2279929999999997,0.0
81798,2.2279929999999997,0.0
81808,2.2279929999999997,0.0
81818,2.238356,0.0
81828,2.238356,0.0
81838,2.238356,0.0
81848,2.238356,0.0
81858,2.2279929999999997,0.0
81868,2.2279929999999997,0.0
81878,2.2279929999999997,0.0
81888,2.2279929999999997,0.0
81898,2.2279929999999997,0.0
81908,2.2279929999999997,0.0
81918,2.2279929999999997,0.0
81928,2.2279929999999997,0.0
81938,2.2279929999999997,0.0
81948,2.2279929999999997,0.0
81958,2.2279929999999997,0.0
81968,2.2279929999999997,0.0
81978,2.2279929999999997,0.0
81988,2.2279929999999997,0.0
81998,2.2279929999999997,0.0
82008,2.2279929999999997,0.0
82018,2.238356,0.0
82028,2.2279929999999997,0.0
82038,2.238356,0.0
82048,2.2279929999999997,0.0
82058,2.2279929999999997,0.0
82068,2.2279929999999997,0.0
82078,2.2279929999999997,0.0
82088,2.2279929999999997,0.0
82098,2.2279929999999997,0.0
82108,2.2279929999999997,0.0
82118,2.2279929999999997,0.0
82128,2.2279929999999997,0.0
82138,2.2279929999999997,0.0
82148,2.2279929999999997,0.0
82158,2.2279929999999997,0.0
82168,2.2279929999999997,0.0
82178,2.2279929999999997,0.0
82188,2.2279929999999997,0.0
82198,2.2279929999999997,0.0
82208,2.2176299999999998,0.0
82218,2.2176299999999998,0.0
82228,2.2176299999999998,0.0
82238,2.2176299999999998,0.0
82248,2.2176299999999998,0.0
82258,2.2176299999999998,0.0
82268,2.2176299999999998,0.0
82278,2.2176299999999998,0.0
82288,2.2176299999999998,0.0
82298,2.2279929999999997,0.0
82308,2.2279929999999997,0.0
82318,2.2279929999999997,0.0
82328,2.2279929999999997,0.0
82338,2.2279929999999997,0.0
82348,2.2279929999999997,0.0
82358,2.2279929999999997,0.0
82368,2.2279929999999997,0.0
82378,2.2279929999999997,0.0
82388,2.2279929999999997,0.0
82398,2.2279929999999997,0.0
82408,2.2279929999999997,0.0
82418,2.2279929999999997,0.0
82428,2.2279929999999997,0.0
82438,2.2279929999999997,0.0
82448,2.2279929999999997,0.0
82458,2.2279929999999997,0.0
82468,2.2279929999999997,0.0
82478,2.2279929999999997,0.0
82488,2.2279929999999997,0.0
82498,2.2279929999999997,0.0
82508,2.2279929999999997,0.0
82518,2.2279929999999997,0.0
82528,2.2279929999999997,0.0
82538,2.2279929999999997,0.0
82548,2.2279929999999997,0.0
82558,2.2279929999999997,0.0
82568,2.2279929999999997,0.0
82578,2.2279929999999997,0.0
82588,2.2279929999999997,0.0
82598,2.2279929999999997,0.0
82608,2.2279929999999997,0.0
82618,2.2279929999999997,0.0
82628,2.2279929999999997,0.0
82638,2.2279929999999997,0.0
82648,2.2279929999999997,0.0
82658,2.238356,0.0
82668,2.2279929999999997,0.0
82678,2.2279929999999997,0.0
82688,2.2279929999999997,0.0
82698,2.2279929999999997,0.0
82708,2.2279929999999997,0.0
82718,2.2279929999999997,0.0
82728,2.2279929999999997,0.0
82738,2.2279929999999997,0.0
82748,2.2279929999999997,0.0
82758,2.2279929999999997,0.0
82768,2.2279929999999997,0.0
82778,2.2279929999999997,0.0
82788,2.2279929999999997,0.0
82798,2.2279929999999997,0.0
82808,2.2279929999999997,0.0
82818,2.2279929999999997,0.0
82828,2.2279929999999997,0.0
82838,2.2279929999999997,0.0
82848,2.2279929999999997,0.0
82858,2.2279929999999997,0.0
82868,2.2279929999999997,0.0
82878,2.2279929999999997,0.0
82888,2.2279929999999997,0.0
82898,2.2279929999999997,0.0
82908,2.2279929999999997,0.0
82918,2.2279929999999997,0.0
82928,2.2176299999999998,0.0
82938,2.2279929999999997,0.0
82948,2.2279929999999997,0.0
82958,2.2279929999999997,0.0
82968,2.2279929999999997,0.0
82978,2.2279929999999997,0.0
82988,2.2176299999999998,0.0
82998,2.2176299999999998,0.0
83008,2.2176299999999998,0.0
83018,2.2176299999999998,0.0
83028,2.2176299999999998,0.0
83038,2.2176299999999998,0.0
83048,2.2176299999999998,0.0
83058,2.2176299999999998,0.0
83068,2.2176299999999998,0.0
83078,2.2176299999999998,0.0
83088,2.2176299999999998,0.0
83098,2.2176299999999998,0.0
83108,2.2176299999999998,0.0
83118,2.2176299999999998,0.0
83128,2.2176299999999998,0.0
83138,2.2176299999999998,0.0
83148,2.2176299999999998,0.0
83158,2.2176299999999998,0.0
83168,2.2279929999999997,0.0
83178,2.2279929999999997,0.0
83188,2.2279929999999997,0.0
83198,2.2279929999999997,0.0
83208,2.2279929999999997,0.0
83218,2.2279929999999997,0.0
83228,2.2279929999999997,0.0
83238,2.2279929999999997,0.0
83248,2.2279929999999997,0.0
83258,2.2279929999999997,0.0
83268,2.2279929999999997,0.0
83278,2.2279929999999997,0.0
83288,2.2279929999999997,0.0
83298,2.2279929999999997,0.0
83308,2.2279929999999997,0.0
83318,2.2279929999999997,0.0
83328,2.2279929999999997,0.0
83338,2.2279929999999997,0.0
83348,2.2279929999999997,0.0
83358,2.2279929999999997,0.0
83368,2.2279929999999997,0.0
83378,2.2279929999999997,0.0
83388,2.2279929999999997,0.0
83398,2.2279929999999997,0.0
83408,2.2279929999999997,0.0
83418,2.2279929999999997,0.0
83428,2.2279929999999997,0.0
83438,2.238356,0.0
83448,2.238356,0.0
83458,2.238356,0.0
