angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
-5.978886, -76.121292, -6.016943, -76.177185, 0.000000,1022476
-6.006229, -76.213326, -6.016889, -76.177147, 0.000000,1022533
-6.048213, -76.155785, -6.017119, -76.177048, 0.000000,1022586
-6.026301, -76.141983, -6.016989, -76.176941, 0.000000,1022641
-6.032608, -76.268631, -6.016954, -76.177383, 0.000000,1022702
-6.018805, -76.158859, -6.017028, -76.177177, 0.000000,1022759
-5.975873, -76.256569, -6.016631, -76.177429, 0.000000,1022806
-6.013670, -76.092827, -6.016558, -76.176811, 0.000000,1022863
-6.034838, -76.237801, -6.016780, -76.177032, 0.000000,1022920
-6.021802, -76.216202, -6.016688, -76.177010, 0.000000,1022971
-5.911868, -76.235832, -6.016073, -76.177216, 0.000000,1023028
-6.001060, -76.263443, -6.015875, -76.177567, 0.000000,1023088
-6.064118, -76.054924, -6.016196, -76.176872, 0.000000,1023137
-6.036089, -76.286255, -6.016305, -76.177345, 0.000000,1023191
-6.000548, -76.226562, -6.016224, -76.177681, 0.000000,1023247
-6.075073, -76.171402, -6.016541, -76.177666, 0.000000,1023301
-6.078596, -76.073242, -6.016935, -76.177063, 0.000000,1023360
-6.028357, -76.162903, -6.016999, -76.176941, 0.000000,1023413
-6.046436, -76.262642, -6.017159, -76.177353, 0.000000,1023476
-6.074901, -76.223129, -6.017226, -76.177795, 0.000000,1023525
-6.006058, -76.265160, -6.017170, -76.178276, 0.000000,1023591
-6.025283, -76.233841, -6.017459, -76.178589, 0.000000,1023632
-6.120049, -76.286278, -6.017948, -76.179054, 0.000000,1023695
-5.984678, -76.288147, -6.017653, -76.179649, 0.000000,1023747
-6.031370, -76.104401, -6.017729, -76.179146, 0.000000,1023797
-6.054576, -76.166733, -6.017989, -76.178909, 0.000000,1023854
-6.021003, -76.243767, -6.017947, -76.179146, 0.000000,1023908
-6.039636, -76.175713, -6.018126, -76.178963, 0.000000,1023968
-6.069860, -76.157433, -6.018223, -76.178741, 0.000000,1024022
-6.005289, -76.176918, -6.018157, -76.178566, 0.000000,1024074
-6.074922, -76.107513, -6.018523, -76.177841, 0.000000,1024129
-6.098364, -76.117867, -6.018951, -76.177414, 0.000000,1024183
-5.967116, -76.187653, -6.018375, -76.177361, 0.000000,1024238
-5.963935, -76.258698, -6.018089, -76.177811, 0.000000,1024298
-6.005434, -76.240898, -6.018329, -76.177979, 0.000000,1024354
-6.069330, -76.312759, -6.018482, -76.178528, 0.000000,1024404
-6.077157, -76.076591, -6.018736, -76.178123, 0.000000,1024461
-6.032003, -76.128662, -6.018750, -76.177574, 0.000000,1024514
-6.011608, -76.187920, -6.018715, -76.177460, 0.000000,1024572
-5.988936, -76.278244, -6.018560, -76.177887, 0.000000,1024623
-5.994770, -76.136398, -6.018315, -76.177620, 0.000000,1024686
-6.037236, -76.155083, -6.018541, -76.177330, 0.000000,1024733
-6.082414, -76.218674, -6.018823, -76.177505, 0.000000,1024790
-5.985333, -76.196449, -6.018648, -76.177559, 0.000000,1024846
-6.005607, -76.073067, -6.018582, -76.176895, 0.000000,1024898
-6.042006, -76.105309, -6.018710, -76.176590, 0.000000,1024953
-6.035009, -76.185989, -6.018921, -76.176537, 0.000000,1025010
-6.039298, -76.176025, -6.019094, -76.176369, 0.000000,1025072
-6.083992, -76.279205, -6.019564, -76.176994, 0.000000,1025165
-6.021815, -76.100296, -6.019228, -76.176231, 0.000000,1025285
-6.019434, -76.183121, -6.018555, -76.176308, 0.000000,1025490
-6.037696, -76.231178, -6.018892, -76.176285, 0.000000,1025533
-6.029614, -76.211365, -6.019135, -76.176369, 0.000000,1025592
-6.029737, -76.172005, -6.019255, -76.176178, 0.000000,1025649
-5.959249, -76.192413, -6.018878, -76.176460, 0.000000,1025698
-6.041675, -76.209106, -6.019064, -76.176590, 0.000000,1025757
-6.056291, -76.291283, -6.019205, -76.177094, 0.000000,1025808
-6.042324, -76.117462, -6.019149, -76.176727, 0.000000,1025863
-6.058080, -76.184349, -6.019299, -76.176598, 0.000000,1025921
-6.068883, -76.236801, -6.019566, -76.176689, 0.000000,1025974
-6.022599, -76.188622, -6.019585, -76.176582, 0.000000,1026029
-5.994440, -76.240234, -6.019394, -76.176994, 0.000000,1026084
-6.047728, -76.195473, -6.019852, -76.176987, 0.000000,1026140
-6.016437, -76.125778, -6.019837, -76.176605, 0.000000,1026195
-5.975109, -76.207512, -6.019542, -76.176666, 0.000000,1026250
-6.049475, -76.204269, -6.019765, -76.176765, 0.000000,1026305
-6.005290, -76.060913, -6.019873, -76.175980, 0.000000,1026407
-6.149065, -76.091751, -6.021103, -76.175392, 0.000000,1026478
-5.983570, -76.303589, -6.020968, -76.175903, 0.000000,1026533
-6.120680, -76.310417, -6.021502, -76.176453, 0.000000,1026589
-5.996029, -76.068893, -6.021491, -76.175774, 0.000000,1026647
-5.963935, -76.258698, -6.021066, -76.176109, 0.000000,1026698
-6.046297, -76.198784, -6.021265, -76.176003, 0.000000,1026753
-6.024655, -76.209572, -6.021164, -76.176254, 0.000000,1026808
-6.031052, -76.092262, -6.021099, -76.175758, 0.000000,1026881
-6.033895, -76.201431, -6.021171, -76.175728, 0.000000,1026927
