angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
7.69,7.66,-72.47,-72.44,3883,296471
7.67,7.66,-72.57,-72.44,3894,296472
7.66,7.66,-72.52,-72.44,3865,296483
7.69,7.66,-72.44,-72.44,4095,296485
7.72,7.66,-72.38,-72.44,4084,296486
7.74,7.66,-72.37,-72.44,3839,296487
7.75,7.66,-72.38,-72.44,3898,296490
7.70,7.66,-72.39,-72.44,3915,296492
7.72,7.66,-72.40,-72.44,3869,296495
7.72,7.66,-72.38,-72.44,3947,296507
7.68,7.66,-72.38,-72.44,3954,296510
7.66,7.66,-72.38,-72.44,3755,296512
7.64,7.66,-72.43,-72.44,3886,296513
7.62,7.66,-72.47,-72.44,4016,296514
7.67,7.66,-72.43,-72.44,3995,296515
7.68,7.66,-72.41,-72.44,3918,296517
7.68,7.66,-72.41,-72.44,3799,296528
7.69,7.66,-72.39,-72.44,3865,296531
7.65,7.66,-72.48,-72.44,3939,296533
7.62,7.66,-72.46,-72.44,3901,296535
7.64,7.66,-72.47,-72.44,3791,296536
7.65,7.66,-72.51,-72.44,3995,296537
7.71,7.66,-72.48,-72.44,3803,296548
7.74,7.66,-72.47,-72.44,3882,296549
7.73,7.66,-72.51,-72.44,3941,296552
7.75,7.66,-72.49,-72.44,3938,296553
7.74,7.66,-72.50,-72.44,3751,296554
7.71,7.66,-72.52,-72.44,4000,296557
7.69,7.66,-72.54,-72.44,3904,296558
7.71,7.66,-72.52,-72.44,3862,296570
7.72,7.66,-72.51,-72.44,3985,296571
7.73,7.66,-72.49,-72.44,3871,296575
7.72,7.66,-72.46,-72.44,3919,296576
7.68,7.66,-72.44,-72.44,3797,296577
7.69,7.66,-72.42,-72.44,4054,296578
7.70,7.66,-72.44,-72.44,4095,296581
7.68,7.66,-72.44,-72.44,4095,296592
7.72,7.66,-72.42,-72.44,3951,296596
7.72,7.66,-72.42,-72.44,3824,296597
7.71,7.66,-72.44,-72.44,3734,296598
7.71,7.66,-72.49,-72.44,3991,296599
7.72,7.66,-72.48,-72.44,3925,296600
7.73,7.66,-72.47,-72.44,3903,296612
7.74,7.66,-72.45,-72.44,3954,296616
7.70,7.66,-72.47,-72.44,3943,296617
7.68,7.66,-72.50,-72.44,4006,296618
7.72,7.66,-72.48,-72.44,3939,296620
7.74,7.66,-72.49,-72.44,3917,296621
7.75,7.66,-72.45,-72.44,3813,296622
7.76,7.66,-72.50,-72.44,3984,296634
7.76,7.66,-72.47,-72.44,3926,296635
7.71,7.66,-72.43,-72.44,3888,296636
7.68,7.66,-72.44,-72.44,3825,296637
7.68,7.66,-72.45,-72.44,3647,296638
7.70,7.66,-72.45,-72.44,3885,296652
7.70,7.66,-72.45,-72.44,3786,296653
7.72,7.66,-72.46,-72.44,3920,296654
7.74,7.66,-72.45,-72.44,3966,296655
7.69,7.66,-72.45,-72.44,3867,296656
7.66,7.66,-72.42,-72.44,3943,296660
7.67,7.66,-72.40,-72.44,3944,296662
7.68,7.66,-72.42,-72.44,3828,296674
7.68,7.66,-72.43,-72.44,3841,296676
7.70,7.66,-72.50,-72.44,3906,296677
7.74,7.66,-72.48,-72.44,3918,296679
7.72,7.66,-72.51,-72.44,3886,296680
7.74,7.66,-72.52,-72.44,3957,296683
7.76,7.66,-72.49,-72.44,3966,296685
7.76,7.66,-72.47,-72.44,3869,296697
7.71,7.66,-72.46,-72.44,4095,296698
7.72,7.67,-72.48,-72.44,3941,296700
7.79,7.67,-72.47,-72.44,3927,296701
7.77,7.67,-72.49,-72.44,3922,296702
7.77,7.67,-72.45,-72.44,3963,296703
7.77,7.67,-72.45,-72.44,3869,296715
7.75,7.67,-72.48,-72.44,3979,296717
7.70,7.67,-72.49,-72.44,3875,296718
7.72,7.67,-72.51,-72.44,3833,296719
7.72,7.67,-72.52,-72.44,3948,296722
7.74,7.67,-72.51,-72.44,3889,296723
7.73,7.67,-72.51,-72.44,3984,296734
7.74,7.67,-72.50,-72.44,3943,296737
7.76,7.67,-72.46,-72.44,3942,296739
7.75,7.67,-72.42,-72.44,4078,296740
