angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
3.54,3.52,-76.27,-76.23,0,142
3.59,3.52,-76.24,-76.23,0,152
3.59,3.52,-76.23,-76.23,0,162
3.60,3.52,-76.21,-76.23,0,172
3.58,3.52,-76.15,-76.23,0,182
3.57,3.52,-76.10,-76.23,0,192
3.43,3.51,-76.16,-76.23,0,202
3.47,3.51,-76.19,-76.23,0,212
3.44,3.51,-76.19,-76.22,0,222
3.60,3.51,-76.16,-76.22,0,232
3.59,3.51,-76.17,-76.22,0,242
3.60,3.51,-76.16,-76.22,0,252
3.59,3.51,-76.13,-76.22,0,262
3.55,3.51,-76.15,-76.22,0,272
3.52,3.51,-76.27,-76.22,0,282
3.56,3.51,-76.27,-76.22,0,292
3.62,3.51,-76.16,-76.22,0,302
3.58,3.51,-76.26,-76.23,0,312
3.52,3.51,-76.18,-76.23,0,322
3.55,3.51,-76.22,-76.23,0,332
3.63,3.51,-76.23,-76.23,0,342
3.56,3.51,-76.24,-76.23,0,352
3.57,3.51,-76.22,-76.23,0,362
3.59,3.51,-76.14,-76.23,0,372
3.54,3.51,-76.22,-76.22,0,382
3.62,3.51,-76.20,-76.22,0,392
3.56,3.51,-76.25,-76.22,0,402
3.53,3.51,-76.29,-76.22,0,412
3.60,3.51,-76.24,-76.23,0,422
3.63,3.51,-76.22,-76.23,0,432
3.63,3.51,-76.23,-76.23,0,442
3.64,3.51,-76.21,-76.23,0,452
3.65,3.51,-76.20,-76.23,0,462
3.61,3.51,-76.20,-76.23,0,472
3.60,3.51,-76.23,-76.23,0,482
3.60,3.51,-76.22,-76.23,0,492
3.60,3.51,-76.23,-76.23,0,502
3.61,3.51,-76.28,-76.23,0,512
3.64,3.51,-76.26,-76.23,0,522
3.64,3.52,-76.19,-76.23,0,532
3.62,3.52,-76.16,-76.23,0,542
3.53,3.52,-76.41,-76.23,0,552
3.52,3.52,-76.42,-76.23,0,562
3.56,3.52,-76.46,-76.24,0,572
3.52,3.52,-76.47,-76.24,0,582
