angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
-7.056398, -73.627151, -7.114790, -73.648781, 0.000000,2250621
-7.023028, -73.730789, -7.114552, -73.649544, 0.000000,2250706
-7.132042, -73.635643, -7.114769, -73.649422, 0.000000,2250770
-7.027897, -73.666885, -7.114828, -73.649239, 0.000000,2250877
-7.112361, -73.667809, -7.115061, -73.649231, 0.000000,2250948
-7.040007, -73.612808, -7.114786, -73.648750, 0.000000,2250988
-7.115267, -73.647919, -7.114974, -73.648582, 0.000000,2251043
-7.069712, -73.805565, -7.114858, -73.649368, 0.000000,2251103
-7.122054, -73.684296, -7.114961, -73.649506, 0.000000,2251156
-7.078319, -73.693901, -7.114830, -73.649757, 0.000000,2251208
-7.052744, -73.765991, -7.114807, -73.650208, 0.000000,2251281
-7.065521, -73.789291, -7.114669, -73.650841, 0.000000,2251320
-7.011689, -73.756844, -7.114246, -73.651176, 0.000000,2251376
-7.118991, -73.613579, -7.114578, -73.650932, 0.000000,2251429
-7.061907, -73.679588, -7.114666, -73.650917, 0.000000,2251485
-7.104446, -73.699432, -7.114797, -73.651131, 0.000000,2251540
-7.038699, -73.667465, -7.114335, -73.650993, 0.000000,2251598
-7.046027, -73.729485, -7.114097, -73.651367, 0.000000,2251650
-6.987612, -73.720589, -7.113670, -73.651627, 0.000000,2251705
-7.062427, -73.743790, -7.113704, -73.652069, 0.000000,2251767
-7.090956, -73.665337, -7.113890, -73.652031, 0.000000,2251818
-7.053607, -73.699196, -7.113937, -73.652176, 0.000000,2251869
-7.103570, -73.675392, -7.114007, -73.652191, 0.000000,2251929
-7.147365, -73.521805, -7.114430, -73.651390, 0.000000,2251981
-7.132484, -73.634148, -7.114651, -73.651070, 0.000000,2252038
-7.088061, -73.723846, -7.114817, -73.651352, 0.000000,2252092
-7.063351, -73.729134, -7.114607, -73.651840, 0.000000,2252145
-7.032592, -73.747414, -7.114356, -73.652306, 0.000000,2252200
-7.098919, -73.647186, -7.114398, -73.652054, 0.000000,2252255
-7.056778, -73.677895, -7.114338, -73.652084, 0.000000,2252310
-7.039974, -73.861275, -7.114128, -73.653091, 0.000000,2252367
-7.125777, -73.649872, -7.114375, -73.652908, 0.000000,2252421
-7.065670, -73.683800, -7.114241, -73.653030, 0.000000,2252476
-7.132924, -73.659668, -7.114647, -73.653084, 0.000000,2252534
-7.088417, -73.683800, -7.114754, -73.653084, 0.000000,2252585
-7.044720, -73.693306, -7.114749, -73.653313, 0.000000,2252641
-7.097272, -73.689667, -7.114781, -73.653458, 0.000000,2252696
-7.050205, -73.654930, -7.114806, -73.653419, 0.000000,2252751
-7.064489, -73.661125, -7.114663, -73.653351, 0.000000,2252806
-7.100693, -73.733887, -7.114774, -73.653732, 0.000000,2252861
-7.090961, -73.703979, -7.115016, -73.653709, 0.000000,2252918
-7.064927, -73.673164, -7.115056, -73.653770, 0.000000,2252971
-7.101813, -73.627312, -7.115293, -73.653648, 0.000000,2253027
-7.030071, -73.727203, -7.115025, -73.653809, 0.000000,2253082
-7.091315, -73.663902, -7.115023, -73.653938, 0.000000,2253138
-7.072011, -73.669518, -7.114980, -73.653854, 0.000000,2253192
-7.064836, -73.621063, -7.114959, -73.653450, 0.000000,2253247
-7.080959, -73.727463, -7.114964, -73.653862, 0.000000,2253302
-7.093851, -73.645462, -7.114976, -73.653709, 0.000000,2253358
-7.103074, -73.649887, -7.115038, -73.653519, 0.000000,2253412
-7.085525, -73.665077, -7.114945, -73.653656, 0.000000,2253471
-7.055266, -73.695274, -7.114874, -73.653709, 0.000000,2253522
-7.096305, -73.613525, -7.115082, -73.653389, 0.000000,2253577
-7.080876, -73.675407, -7.114964, -73.653397, 0.000000,2253633
-7.073259, -73.614975, -7.114806, -73.653023, 0.000000,2253688
-7.081130, -73.583244, -7.114812, -73.652481, 0.000000,2253743
-7.056572, -73.731422, -7.114688, -73.652733, 0.000000,2253797
-7.079123, -73.627258, -7.114684, -73.652428, 0.000000,2253852
-7.086661, -73.635612, -7.114720, -73.652107, 0.000000,2253907
-7.092622, -73.661415, -7.114910, -73.652168, 0.000000,2253963
-7.095604, -73.693588, -7.114932, -73.652283, 0.000000,2254019
-7.053081, -73.635017, -7.114849, -73.652084, 0.000000,2254074
-7.091664, -73.623810, -7.114789, -73.651886, 0.000000,2254129
-7.127453, -73.645950, -7.115103, -73.651688, 0.000000,2254183
-7.033638, -73.627022, -7.114916, -73.651512, 0.000000,2254239
-7.074550, -73.689690, -7.114887, -73.651672, 0.000000,2254294
-7.079109, -73.665855, -7.115003, -73.651581, 0.000000,2254350
-7.092183, -73.649384, -7.115189, -73.651405, 0.000000,2254405
-7.046288, -73.637199, -7.115129, -73.651161, 0.000000,2254459
-7.001822, -73.674614, -7.114833, -73.651176, 0.000000,2254514
-7.035048, -73.624603, -7.114534, -73.651047, 0.000000,2254571
-7.040536, -73.677032, -7.114326, -73.651016, 0.000000,2254627
-7.012553, -73.780952, -7.113970, -73.651604, 0.000000,2254680
-7.114326, -73.585388, -7.114036, -73.651085, 0.000000,2254735
-7.127717, -73.567497, -7.114294, -73.650658, 0.000000,2254790
-7.108500, -73.415108, -7.114388, -73.649239, 0.000000,2254846
-7.000262, -73.730743, -7.114027, -73.649506, 0.000000,2254900
-7.142990, -73.636101, -7.114427, -73.649208, 0.000000,2254955
-7.164856, -73.663986, -7.114820, -73.649055, 0.000000,2255011
-7.112361, -73.667809, -7.115053, -73.648987, 0.000000,2255067
-7.112449, -73.485245, -7.115225, -73.648010, 0.000000,2255121
-7.050569, -73.705673, -7.115067, -73.648148, 0.000000,2255176
-7.043145, -73.749359, -7.114748, -73.648582, 0.000000,2255231
-7.147466, -73.573822, -7.114986, -73.647957, 0.000000,2255288
-7.082103, -73.659447, -7.114996, -73.648094, 0.000000,2255344
-7.061119, -73.707626, -7.114895, -73.648422, 0.000000,2255398
-7.088639, -73.839958, -7.114941, -73.649216, 0.000000,2255453
-7.046461, -73.741539, -7.114823, -73.649536, 0.000000,2255509
-7.077443, -73.669792, -7.114931, -73.649536, 0.000000,2255564
-7.066715, -73.682686, -7.114921, -73.649666, 0.000000,2255620
-7.046027, -73.729485, -7.114679, -73.649986, 0.000000,2255674
-7.072798, -73.641479, -7.114642, -73.650017, 0.000000,2255729
-7.097272, -73.689667, -7.114795, -73.650124, 0.000000,2255785
-7.026410, -73.775093, -7.114511, -73.650742, 0.000000,2255840
-7.074550, -73.689690, -7.114605, -73.650902, 0.000000,2255895
-7.057006, -73.743469, -7.114423, -73.651352, 0.000000,2255951
-7.088327, -73.631683, -7.114591, -73.651260, 0.000000,2256006
-7.095956, -73.653572, -7.114738, -73.651169, 0.000000,2256061
-7.075247, -73.609489, -7.114713, -73.650841, 0.000000,2256118
-7.103864, -73.621857, -7.114780, -73.650703, 0.000000,2256171
-7.005799, -73.692314, -7.114447, -73.650879, 0.000000,2256227
-7.072606, -73.785736, -7.114410, -73.651489, 0.000000,2256335
-7.135742, -73.587799, -7.114206, -73.651405, 0.000000,2258591
-7.072564, -73.694992, -7.114388, -73.649849, 0.000000,2258626
-7.012822, -73.688705, -7.114093, -73.649704, 0.000000,2258680
-7.094637, -73.617455, -7.114358, -73.649429, 0.000000,2258735
-7.101843, -73.665863, -7.114659, -73.649353, 0.000000,2258790
-7.110600, -73.619682, -7.114823, -73.649025, 0.000000,2258845
-7.082625, -73.723549, -7.114898, -73.649254, 0.000000,2258900
-7.091394, -73.677368, -7.115019, -73.649361, 0.000000,2258956
-6.999307, -73.654388, -7.114589, -73.649399, 0.000000,2259011
-7.024500, -73.622559, -7.114295, -73.649025, 0.000000,2259066
-7.062480, -73.705070, -7.114084, -73.649094, 0.000000,2259121
-7.118642, -73.653564, -7.114354, -73.649193, 0.000000,2259176
-7.077899, -73.643219, -7.114285, -73.648994, 0.000000,2259232
-7.130807, -73.638084, -7.114741, -73.648773, 0.000000,2259286
-7.120314, -73.649635, -7.115139, -73.648796, 0.000000,2259343
-7.108372, -73.807556, -7.115409, -73.649658, 0.000000,2259396
-7.083467, -73.499069, -7.115425, -73.648689, 0.000000,2259452
-7.110689, -73.671738, -7.115403, -73.648643, 0.000000,2259507
-7.095166, -73.681557, -7.115602, -73.648712, 0.000000,2259562
-7.112271, -73.615746, -7.115709, -73.648430, 0.000000,2259619
-7.053172, -73.687149, -7.115623, -73.648468, 0.000000,2259673
-7.058204, -73.636772, -7.115564, -73.648117, 0.000000,2259728
-7.113594, -73.651855, -7.115678, -73.647911, 0.000000,2259784
-7.060246, -73.683517, -7.115690, -73.647873, 0.000000,2259839
-7.093143, -73.725464, -7.115634, -73.648178, 0.000000,2259896
-7.093499, -73.685478, -7.115702, -73.648331, 0.000000,2259949
-7.046378, -73.689384, -7.115519, -73.648384, 0.000000,2260009
-7.144670, -73.632164, -7.115799, -73.648254, 0.000000,2260060
-7.099380, -73.697784, -7.115836, -73.648354, 0.000000,2260115
-7.062345, -73.691658, -7.115920, -73.648598, 0.000000,2260171
-7.008658, -73.672417, -7.115534, -73.648560, 0.000000,2260226
-6.997478, -73.802765, -7.115092, -73.649277, 0.000000,2260281
-7.017336, -73.664864, -7.114757, -73.649193, 0.000000,2260336
-7.078319, -73.693901, -7.114748, -73.649445, 0.000000,2260392
-7.068057, -73.561035, -7.114686, -73.648865, 0.000000,2260446
-7.093315, -73.581345, -7.114575, -73.648399, 0.000000,2260501
-7.031209, -73.568260, -7.114135, -73.647865, 0.000000,2260556
-7.095166, -73.681557, -7.114463, -73.647881, 0.000000,2260615
-6.969947, -73.669907, -7.114001, -73.647774, 0.000000,2260669
-7.057619, -73.611160, -7.113826, -73.647591, 0.000000,2260722
-7.106277, -73.551414, -7.114032, -73.646912, 0.000000,2260778
-7.012387, -73.676636, -7.113555, -73.647026, 0.000000,2260832
-7.105589, -73.631477, -7.113698, -73.646835, 0.000000,2260887
-7.075777, -73.673714, -7.113500, -73.646751, 0.000000,2260942
-7.033730, -73.679253, -7.113261, -73.646820, 0.000000,2260996
-7.005789, -73.835457, -7.112875, -73.647720, 0.000000,2261053
-7.050987, -73.626900, -7.112853, -73.647568, 0.000000,2261108
-7.160516, -73.595879, -7.113413, -73.647186, 0.000000,2261165
-7.013339, -73.752945, -7.113005, -73.647766, 0.000000,2261218
-7.087266, -73.751839, -7.113114, -73.648094, 0.000000,2261273
-7.055919, -73.863503, -7.112996, -73.649071, 0.000000,2261330
-7.097353, -73.741699, -7.113098, -73.649338, 0.000000,2261385
-7.057274, -73.651268, -7.113047, -73.649239, 0.000000,2261439
-7.137158, -73.675850, -7.113179, -73.649399, 0.000000,2261494
-7.031108, -73.606812, -7.112867, -73.649002, 0.000000,2261549
-7.024829, -73.831062, -7.112645, -73.649925, 0.000000,2261605
-7.078936, -73.771355, -7.112651, -73.650650, 0.000000,2261666
-7.042974, -73.645058, -7.112405, -73.650391, 0.000000,2261716
-7.100523, -73.629738, -7.112527, -73.650116, 0.000000,2261772
-7.050372, -73.759087, -7.112321, -73.650711, 0.000000,2261828
-7.115707, -73.659958, -7.112525, -73.650711, 0.000000,2261882
-7.049767, -73.642883, -7.112316, -73.650505, 0.000000,2261937
-7.116741, -73.788078, -7.112525, -73.651314, 0.000000,2261994
-7.109809, -73.647675, -7.112696, -73.651245, 0.000000,2262074
-7.082353, -73.567253, -7.112781, -73.650574, 0.000000,2262103
-6.993844, -73.601868, -7.112273, -73.650024, 0.000000,2262160
-7.003375, -73.724243, -7.111879, -73.650375, 0.000000,2262215
-7.009177, -73.736633, -7.111579, -73.650604, 0.000000,2262269
-7.032510, -73.695244, -7.111404, -73.650551, 0.000000,2262324
-7.051766, -73.598862, -7.111273, -73.649986, 0.000000,2262379
-7.063958, -73.596970, -7.111267, -73.649353, 0.000000,2262434
-7.012295, -73.624428, -7.110866, -73.649117, 0.000000,2262489
-7.062393, -73.653000, -7.110733, -73.648972, 0.000000,2262545
-7.001476, -73.714767, -7.110276, -73.649216, 0.000000,2262602
-7.058585, -73.687439, -7.110187, -73.649376, 0.000000,2262655
-7.052985, -73.582855, -7.110068, -73.648796, 0.000000,2262712
-7.134250, -73.682289, -7.110382, -73.648926, 0.000000,2262779
