angle_roll,kalman_angle_roll,angle_pitch,kalman_angle_pitch,analogRule,time
-6.517350, -75.143471, -6.218882, -75.266945, 0.000000,1714018
-6.568591, -75.090446, -6.220746, -75.265961, 0.000000,1714074
-6.560102, -75.084236, -6.222980, -75.264824, 0.000000,1714129
-6.572455, -75.030037, -6.224903, -75.263168, 0.000000,1714186
-6.540514, -75.090340, -6.226767, -75.262207, 0.000000,1714239
-6.461270, -75.169258, -6.228078, -75.261848, 0.000000,1714293
-6.477871, -75.092163, -6.229471, -75.260658, 0.000000,1714348
-6.503653, -75.071823, -6.231176, -75.259430, 0.000000,1714403
-6.566791, -75.249390, -6.232965, -75.259331, 0.000000,1714458
-6.468102, -75.179192, -6.234401, -75.258553, 0.000000,1714515
-6.569699, -75.126640, -6.236248, -75.257866, 0.000000,1714569
-6.525409, -75.163864, -6.237911, -75.257317, 0.000000,1714623
-6.487105, -75.290573, -6.239301, -75.257202, 0.000000,1714678
-6.575333, -75.178200, -6.241213, -75.256432, 0.000000,1714733
-6.476464, -74.991753, -6.242650, -75.255035, 0.000000,1714788
-6.505672, -75.222023, -6.244234, -75.254753, 0.000000,1714847
-6.583112, -75.083008, -6.246161, -75.253853, 0.000000,1714899
-6.514782, -75.085144, -6.247715, -75.252968, 0.000000,1714960
-6.530217, -75.023735, -6.249403, -75.251518, 0.000000,1715010
-6.599168, -75.226593, -6.251267, -75.251221, 0.000000,1715063
-6.614174, -75.127548, -6.253322, -75.250397, 0.000000,1715118
-6.555395, -75.172424, -6.255115, -75.249634, 0.000000,1715179
-6.513240, -75.062378, -6.256491, -75.248474, 0.000000,1715228
-6.490613, -75.049973, -6.257800, -75.247498, 0.000000,1715285
-6.501684, -75.115227, -6.259222, -75.246445, 0.000000,1715338
-6.539627, -75.169937, -6.260960, -75.245934, 0.000000,1715399
-6.526455, -74.954872, -6.262558, -75.244400, 0.000000,1715450
-6.514189, -75.202522, -6.264142, -75.243889, 0.000000,1715503
-6.570905, -75.033630, -6.265838, -75.242607, 0.000000,1715559
-6.552145, -75.011887, -6.267485, -75.241150, 0.000000,1715613
-6.505407, -75.184097, -6.268693, -75.240738, 0.000000,1715671
-6.618189, -75.041031, -6.270738, -75.239449, 0.000000,1715724
-6.528906, -75.143089, -6.272175, -75.239014, 0.000000,1715778
-6.550749, -75.183121, -6.273842, -75.238548, 0.000000,1715833
-6.561577, -75.132462, -6.275437, -75.237755, 0.000000,1715888
-6.537925, -75.005737, -6.277079, -75.236717, 0.000000,1715945
-6.527026, -75.108391, -6.278533, -75.235870, 0.000000,1715999
-6.577781, -75.095200, -6.280128, -75.234894, 0.000000,1716054
-6.549725, -75.095116, -6.281687, -75.234222, 0.000000,1716109
-6.445468, -75.088341, -6.282440, -75.233521, 0.000000,1716167
-6.565187, -75.033684, -6.284008, -75.232292, 0.000000,1716219
-6.512562, -75.257935, -6.285348, -75.232445, 0.000000,1716274
-6.493176, -75.134605, -6.286639, -75.231758, 0.000000,1716329
-6.583695, -75.016907, -6.288283, -75.230446, 0.000000,1716391
-6.485954, -75.034294, -6.289338, -75.229294, 0.000000,1716440
-6.566669, -75.081963, -6.290938, -75.228401, 0.000000,1716494
-6.560541, -75.044464, -6.292436, -75.227257, 0.000000,1716549
-6.551271, -75.091530, -6.293998, -75.226425, 0.000000,1716604
-6.532314, -75.173752, -6.295451, -75.226158, 0.000000,1716668
-6.501608, -75.167076, -6.296672, -75.225739, 0.000000,1716714
-6.458362, -75.072510, -6.297718, -75.224571, 0.000000,1716769
-6.535144, -75.076942, -6.299410, -75.223618, 0.000000,1716826
-6.518881, -75.166054, -6.300581, -75.222961, 0.000000,1716879
-6.586297, -75.101402, -6.302286, -75.222145, 0.000000,1716937
-6.528860, -75.168808, -6.303798, -75.221817, 0.000000,1716990
-6.587902, -74.968643, -6.305373, -75.220245, 0.000000,1717045
-6.614530, -74.997711, -6.307081, -75.219017, 0.000000,1717101
-6.541173, -75.166374, -6.308451, -75.218811, 0.000000,1717155
-6.535513, -75.089012, -6.309602, -75.217957, 0.000000,1717211
-6.500918, -75.064720, -6.310683, -75.217094, 0.000000,1717265
-6.647809, -75.037415, -6.312541, -75.216095, 0.000000,1717320
-6.563938, -75.101196, -6.313820, -75.215195, 0.000000,1717375
-6.551931, -75.167496, -6.315090, -75.214897, 0.000000,1717430
-6.540271, -75.245880, -6.316534, -75.214897, 0.000000,1717485
-6.568960, -75.102516, -6.318001, -75.213890, 0.000000,1717543
-6.561944, -75.144516, -6.319606, -75.213539, 0.000000,1717596
-6.658287, -75.103699, -6.321532, -75.212967, 0.000000,1717651
-6.565012, -75.111771, -6.322709, -75.212082, 0.000000,1717706
-6.465485, -75.146469, -6.323593, -75.211563, 0.000000,1717765
-6.549650, -75.146950, -6.324981, -75.211174, 0.000000,1717817
-6.510094, -75.121506, -6.326091, -75.210472, 0.000000,1717877
-6.481953, -75.173248, -6.327166, -75.210289, 0.000000,1717927
-6.572386, -75.081841, -6.328535, -75.209442, 0.000000,1717982
-6.505043, -75.172020, -6.329537, -75.208832, 0.000000,1718037
-6.574677, -75.102356, -6.331027, -75.208221, 0.000000,1718092
-6.486833, -75.226593, -6.331919, -75.208275, 0.000000,1718148
-6.492007, -75.150261, -6.332956, -75.207802, 0.000000,1718202
-6.529006, -75.064941, -6.334124, -75.206932, 0.000000,1718261
-6.602270, -75.142052, -6.335675, -75.206421, 0.000000,1718315
-6.559858, -75.239494, -6.336992, -75.206367, 0.000000,1718367
-6.577041, -75.071083, -6.338394, -75.205666, 0.000000,1718429
-6.586500, -75.217064, -6.339899, -75.205620, 0.000000,1718478
-6.532354, -75.148010, -6.341169, -75.205208, 0.000000,1718532
-6.555093, -75.082932, -6.342432, -75.204575, 0.000000,1718592
-6.544420, -75.029877, -6.343691, -75.203659, 0.000000,1718644
-6.536172, -75.165009, -6.344840, -75.203346, 0.000000,1718699
-6.508922, -75.137169, -6.345898, -75.202888, 0.000000,1718754
-6.534009, -75.066261, -6.346963, -75.202179, 0.000000,1718809
-6.571171, -75.174896, -6.348280, -75.201927, 0.000000,1718865
-6.516687, -75.067299, -6.349301, -75.201042, 0.000000,1718921
-6.578889, -75.131355, -6.350586, -75.200447, 0.000000,1718977
-6.539337, -75.105995, -6.351715, -75.199898, 0.000000,1719030
-6.526726, -75.044350, -6.352831, -75.198906, 0.000000,1719085
-6.467659, -75.219040, -6.353627, -75.198967, 0.000000,1719144
-6.494898, -74.975052, -6.354564, -75.197670, 0.000000,1719195
-6.569773, -75.074791, -6.355773, -75.196907, 0.000000,1719260
-6.538231, -75.069763, -6.356686, -75.196243, 0.000000,1719306
-6.483848, -75.181786, -6.357487, -75.196121, 0.000000,1719360
-6.616002, -74.916939, -6.358926, -75.194466, 0.000000,1719415
-6.499543, -74.990807, -6.359617, -75.193336, 0.000000,1719470
-6.535806, -75.152939, -6.360497, -75.193138, 0.000000,1719525
-6.582885, -75.044647, -6.361865, -75.192360, 0.000000,1719580
-6.485157, -75.062119, -6.362646, -75.191620, 0.000000,1719636
-6.542073, -75.061188, -6.363664, -75.191002, 0.000000,1719692
-6.520129, -75.098549, -6.364378, -75.190346, 0.000000,1719745
-6.529784, -75.063553, -6.365504, -75.189629, 0.000000,1719800
-6.583037, -75.134720, -6.366725, -75.189293, 0.000000,1719856
-6.499602, -75.184334, -6.367496, -75.189163, 0.000000,1719911
-6.561944, -75.144516, -6.368716, -75.188942, 0.000000,1719966
-6.540225, -75.000870, -6.369511, -75.187897, 0.000000,1720023
